sc_gid,res_gids,gen_gids,gid_counts,n_gids,mean_cf,mean_lcoe,mean_res,capacity,area_sq_km,latitude,longitude,country,state,county,elevation,timezone,nlcd_aea_90,flood_aea_90,zoning_aea_90,sc_point_gid,sc_row_ind,sc_col_ind,res_class,voltage,category,ac_cap,trans_gids,trans_line_gid,trans_geometry,dist_mi,trans_cap_cost,lcot,total_lcoe
659,"[495537, 496695, 495779, 497262]","[2458, 2494, 2471, 2505]","[311.0, 134.0, 58.0, 10.0]",513,20.19,41.301673889160156,4.826075553894043,132.9696,4.1553,40.43199920654297,-104.5250015258789,United States,Colorado,Weld,1411.697509765625,-7,"{""13.0"": 1.0, ""17.0"": 1.0, ""19.0"": 1.0, ""21.0"": 1.0, ""27.0"": 1.0, ""31.0"": 1.0, ""38.0"": 2.0, ""45.0"": 1.0, ""47.0"": 1.0, ""48.0"": 1.0, ""49.0"": 1.0, ""54.0"": 3.0, ""55.0"": 2.0, ""58.0"": 1.0, ""60.0"": 1.0, ""61.0"": 1.0, ""62.0"": 1.0, ""63.0"": 1.0, ""64.0"": 2.0, ""66.0"": 2.0, ""67.0"": 1.0, ""68.0"": 1.0, ""70.0"": 1.0, ""72.0"": 2.0, ""73.0"": 3.0, ""74.0"": 2.0, ""75.0"": 3.0, ""76.0"": 1.0, ""77.0"": 6.0, ""78.0"": 10.0, ""79.0"": 6.0, ""80.0"": 11.0, ""81.0"": 33.0, ""82.0"": 405.0, ""83.0"": 1.0, ""87.0"": 1.0}","{""1.0"": 138.0}","{""1.0"": 507.0, ""3.0"": 1.0, ""5.0"": 5.0}",3263,17,135,0,12.47,TransLine,9999,,24157,"LINESTRING (996962.445129351 427366.6628075202, 996963.3306528991 427170.3358504263)",0.10304158847588132,14377.853504941057,0.5121796778260478,41.81385356698621
660,"[496695, 497996, 497262, 498106]","[2494, 2534, 2505, 2540]","[343.0, 66.0, 125.0, 15.0]",549,20.23,41.1704330444336,4.837109088897705,142.30079999999995,4.446899999999999,40.43199920654297,-104.49099731445312,United States,Colorado,Weld,1415.8375244140625,-7,"{""31.0"": 1.0, ""32.0"": 2.0, ""33.0"": 1.0, ""35.0"": 2.0, ""36.0"": 2.0, ""37.0"": 1.0, ""39.0"": 1.0, ""40.0"": 1.0, ""46.0"": 1.0, ""47.0"": 1.0, ""49.0"": 1.0, ""50.0"": 1.0, ""54.0"": 1.0, ""55.0"": 2.0, ""56.0"": 2.0, ""59.0"": 2.0, ""61.0"": 2.0, ""62.0"": 6.0, ""63.0"": 2.0, ""64.0"": 1.0, ""65.0"": 6.0, ""66.0"": 4.0, ""67.0"": 11.0, ""68.0"": 10.0, ""69.0"": 6.0, ""70.0"": 9.0, ""71.0"": 164.0, ""72.0"": 11.0, ""73.0"": 7.0, ""74.0"": 9.0, ""75.0"": 14.0, ""76.0"": 4.0, ""77.0"": 8.0, ""78.0"": 7.0, ""79.0"": 5.0, ""80.0"": 10.0, ""81.0"": 5.0, ""82.0"": 187.0, ""83.0"": 3.0, ""84.0"": 1.0, ""85.0"": 2.0, ""86.0"": 4.0, ""88.0"": 6.0, ""89.0"": 4.0, ""91.0"": 9.0, ""93.0"": 7.0, ""94.0"": 3.0}","{""1.0"": 11.0}","{""1.0"": 549.0}",3264,17,136,0,12.47,TransLine,9999,,24394,"LINESTRING (1000201.943701573 427318.8167759043, 1000202.972667776 427231.6555140771)",0.11715338751262125,14429.601472008782,0.5129166078608249,41.68334965229442
661,"[497996, 498106]","[2534, 2540]","[268.0, 234.0]",502,20.45,40.7904052734375,4.8651275634765625,130.11839999999998,4.066199999999999,40.43199920654297,-104.45700073242188,United States,Colorado,Weld,1424.199951171875,-7,"{""45.0"": 1.0, ""46.0"": 2.0, ""47.0"": 1.0, ""53.0"": 3.0, ""54.0"": 4.0, ""55.0"": 5.0, ""56.0"": 5.0, ""57.0"": 4.0, ""58.0"": 9.0, ""59.0"": 16.0, ""60.0"": 16.0, ""61.0"": 21.0, ""62.0"": 15.0, ""63.0"": 23.0, ""64.0"": 17.0, ""65.0"": 26.0, ""66.0"": 23.0, ""67.0"": 26.0, ""68.0"": 23.0, ""69.0"": 24.0, ""70.0"": 51.0, ""71.0"": 187.0}",,"{""1.0"": 502.0}",3265,17,137,0,12.47,TransLine,9999,,13215,"LINESTRING (1002855.225367008 429334.0189027521, 1002934.432261869 429334.0128683848)",1.2591295844483248,18617.228186172008,0.6548322785999023,41.445237552037405
714,"[154092, 154091]","[1930, 1929]","[94.0, 3.0]",97,19.2,43.39131546020508,4.565629482269287,25.1424,0.7857,40.40999984741211,-105.03500366210938,United States,Colorado,Larimer,1510.3399658203125,-7,"{""16.0"": 1.0, ""26.0"": 1.0, ""27.0"": 2.0, ""29.0"": 2.0, ""33.0"": 1.0, ""45.0"": 1.0, ""46.0"": 3.0, ""48.0"": 1.0, ""49.0"": 1.0, ""50.0"": 1.0, ""58.0"": 2.0, ""59.0"": 2.0, ""60.0"": 1.0, ""62.0"": 1.0, ""67.0"": 1.0, ""68.0"": 2.0, ""71.0"": 1.0, ""73.0"": 2.0, ""74.0"": 1.0, ""75.0"": 6.0, ""76.0"": 3.0, ""77.0"": 3.0, ""78.0"": 4.0, ""79.0"": 4.0, ""80.0"": 4.0, ""81.0"": 4.0, ""82.0"": 40.0, ""83.0"": 2.0}",,"{""1.0"": 30.0, ""2.0"": 6.0, ""3.0"": 3.0, ""5.0"": 1.0, ""6.0"": 15.0, ""8.0"": 4.0, ""10.0"": 38.0}",3432,18,120,0,13.2,TransLine,9999,,37217,"LINESTRING (953860.2529069431 424176.2725175493, 953933.5432289718 424176.205510245)",0.16878571842801093,14618.937229475516,0.5475843306764704,43.93889979088155
715,"[154092, 484361]","[1930, 2113]","[109.0, 86.0]",195,19.6,42.54097366333008,4.659057140350342,50.544,1.5795,40.40999984741211,-105.0009994506836,United States,Colorado,Larimer,1509.5999755859375,-7,"{""16.0"": 1.0, ""21.0"": 1.0, ""27.0"": 1.0, ""28.0"": 1.0, ""29.0"": 1.0, ""31.0"": 2.0, ""32.0"": 1.0, ""33.0"": 1.0, ""37.0"": 1.0, ""38.0"": 1.0, ""40.0"": 2.0, ""44.0"": 1.0, ""45.0"": 5.0, ""46.0"": 2.0, ""47.0"": 1.0, ""53.0"": 2.0, ""55.0"": 1.0, ""56.0"": 1.0, ""57.0"": 2.0, ""58.0"": 1.0, ""59.0"": 2.0, ""60.0"": 1.0, ""61.0"": 2.0, ""62.0"": 4.0, ""63.0"": 2.0, ""66.0"": 1.0, ""67.0"": 3.0, ""68.0"": 1.0, ""69.0"": 3.0, ""70.0"": 3.0, ""71.0"": 2.0, ""72.0"": 2.0, ""73.0"": 3.0, ""74.0"": 3.0, ""75.0"": 5.0, ""76.0"": 4.0, ""77.0"": 5.0, ""80.0"": 8.0, ""81.0"": 9.0, ""82.0"": 102.0, ""83.0"": 1.0}","{""1.0"": 10.0, ""1.5"": 1.0, ""1.6666666"": 1.0, ""2.0"": 18.0}","{""1.0"": 65.0, ""2.0"": 3.0, ""3.0"": 1.0, ""6.0"": 7.0, ""10.0"": 119.0}",3433,18,121,0,13.2,TransLine,9999,,19514,"LINESTRING (956767.1230938807 424123.6585648342, 956702.2179354742 424122.5312806265)",0.21131432157752256,14774.889617224775,0.5422165662522248,43.0831902295823
716,"[484361, 485940]","[2113, 2153]","[361.0, 191.0]",552,20.13,41.40894317626953,4.7839202880859375,143.0784,4.4712,40.40900039672852,-104.96700286865234,United States,Colorado,Larimer,1511.8599853515625,-7,"{""25.0"": 1.0, ""27.0"": 2.0, ""29.0"": 1.0, ""36.0"": 1.0, ""37.0"": 1.0, ""44.0"": 2.0, ""45.0"": 2.0, ""46.0"": 1.0, ""47.0"": 1.0, ""48.0"": 1.0, ""49.0"": 1.0, ""50.0"": 1.0, ""53.0"": 1.0, ""55.0"": 1.0, ""56.0"": 2.0, ""58.0"": 3.0, ""59.0"": 2.0, ""60.0"": 2.0, ""61.0"": 3.0, ""62.0"": 3.0, ""63.0"": 1.0, ""65.0"": 1.0, ""68.0"": 3.0, ""69.0"": 3.0, ""70.0"": 3.0, ""71.0"": 24.0, ""72.0"": 4.0, ""73.0"": 5.0, ""74.0"": 2.0, ""75.0"": 3.0, ""76.0"": 3.0, ""77.0"": 3.0, ""78.0"": 7.0, ""79.0"": 8.0, ""80.0"": 17.0, ""81.0"": 12.0, ""82.0"": 421.0}","{""2.0"": 0.0}","{""1.0"": 64.0, ""3.0"": 2.0, ""6.0"": 38.0, ""8.0"": 4.0, ""10.0"": 444.0}",3434,18,122,0,13.2,TransLine,9999,,227555,"LINESTRING (959752.1718668502 424151.1978670102, 959745.0801707484 424161.2446445703, 959670.7617688323 424161.6434486673, 959660.2302858455 424161.5167591717, 959657.1396550346 424158.2318989553, 959650.0133675175 424150.7915126705)",0.12968378797929506,14475.550450520075,0.5170451524112221,41.92598832868075
717,"[485940, 487107]","[2153, 2188]","[556.0, 97.0]",653,20.21,41.281394958496094,4.799525737762451,169.2576,5.2893,40.40900039672852,-104.93299865722656,United States,Colorado,Weld,1505.155029296875,-7,"{""33.0"": 1.0, ""34.0"": 1.0, ""35.0"": 2.0, ""37.0"": 1.0, ""39.0"": 2.0, ""40.0"": 1.0, ""47.0"": 2.0, ""48.0"": 2.0, ""49.0"": 4.0, ""50.0"": 3.0, ""53.0"": 2.0, ""54.0"": 1.0, ""55.0"": 1.0, ""56.0"": 3.0, ""58.0"": 7.0, ""59.0"": 1.0, ""60.0"": 3.0, ""61.0"": 6.0, ""62.0"": 4.0, ""63.0"": 6.0, ""64.0"": 3.0, ""65.0"": 3.0, ""66.0"": 3.0, ""67.0"": 3.0, ""68.0"": 4.0, ""69.0"": 7.0, ""70.0"": 6.0, ""71.0"": 7.0, ""72.0"": 4.0, ""73.0"": 4.0, ""74.0"": 3.0, ""75.0"": 5.0, ""76.0"": 6.0, ""77.0"": 6.0, ""78.0"": 9.0, ""79.0"": 7.0, ""80.0"": 9.0, ""81.0"": 9.0, ""82.0"": 500.0, ""85.0"": 1.0, ""87.0"": 1.0}",,"{""1.0"": 446.0, ""3.0"": 6.0, ""4.0"": 10.0, ""6.0"": 32.0, ""7.0"": 2.0, ""8.0"": 1.0, ""10.0"": 156.0}",3435,18,123,0,13.2,TransLine,9999,,19640,"LINESTRING (961089.3157952534 424136.3007928949, 961114.9503232402 424137.5553476719, 961114.9891861988 424133.1160321044)",0.891594117509485,17269.475628907287,0.6143912376354389,41.89578619613153
718,[487107],[2188],[711.0],711,20.3,41.15109252929688,4.813999652862549,184.2912,5.7591,40.40900039672852,-104.89900207519531,United States,Colorado,Weld,1500.550048828125,-7,"{""21.0"": 3.0, ""27.0"": 1.0, ""30.0"": 2.0, ""31.0"": 1.0, ""32.0"": 1.0, ""33.0"": 2.0, ""34.0"": 2.0, ""36.0"": 2.0, ""37.0"": 1.0, ""38.0"": 2.0, ""39.0"": 3.0, ""44.0"": 2.0, ""45.0"": 2.0, ""46.0"": 2.0, ""47.0"": 2.0, ""49.0"": 4.0, ""53.0"": 5.0, ""54.0"": 4.0, ""55.0"": 3.0, ""56.0"": 2.0, ""57.0"": 4.0, ""58.0"": 2.0, ""59.0"": 1.0, ""60.0"": 3.0, ""61.0"": 3.0, ""62.0"": 7.0, ""63.0"": 2.0, ""64.0"": 8.0, ""65.0"": 2.0, ""66.0"": 13.0, ""67.0"": 5.0, ""68.0"": 7.0, ""69.0"": 4.0, ""70.0"": 5.0, ""71.0"": 35.0, ""72.0"": 7.0, ""73.0"": 3.0, ""74.0"": 10.0, ""75.0"": 13.0, ""76.0"": 11.0, ""77.0"": 13.0, ""78.0"": 13.0, ""79.0"": 8.0, ""80.0"": 10.0, ""81.0"": 10.0, ""82.0"": 466.0}",,"{""1.0"": 110.0, ""3.0"": 2.0, ""6.0"": 41.0, ""8.0"": 6.0, ""9.0"": 1.0, ""10.0"": 551.0}",3436,18,124,0,115.0,TransLine,9999,,148,"LINESTRING (966471.2917609705 416031.3827727571, 966499.9876462875 416038.3014984826, 966505.797410457 416145.497387985, 966506.0868384694 416349.1435503479, 966503.9969110803 416540.7792559503, 966501.1211397504 416722.863779302, 966502.4611309203 416897.6459939953, 966323.7404471914 416903.4107684191, 966328.6302148907 417130.7448176979, 966335.1712979428 417316.2240172257, 966346.6979767365 417540.9291574805, 966358.7583125175 417763.0975512679, 966290.7477280753 417868.6657770199, 966223.1913181442 417970.6928125031, 966235.0576230979 418159.3209784477, 966246.0526133325 418363.4832873115, 966257.389329111 418555.9944508026, 966311.7185154839 418672.076100993, 966391.1060865425 418849.2874521777, 966390.7736055561 419046.0420367648, 966383.8787836074 419245.0950227031, 966372.090508197 419402.2415310948, 966369.1885641525 419614.0835839238, 966368.1636183551 419798.2981775861, 966366.2788577974 420034.4592610003, 966364.481006828 420221.6660832795, 966363.2615197271 420422.5286114074, 966362.1043837755 420689.794609412, 966360.2717869874 420905.7494320929, 966359.4135684846 421116.0529557554, 966357.4825119454 421370.8806954883, 966356.4212379464 421573.9622662658, 966356.4326128211 421769.8382654845, 966559.4454718439 421771.3535419623, 966753.7935756459 421772.9267820988, 966940.4148452668 421774.1130874152, 967112.9541407016 421774.9895180619, 967113.6279215825 421944.9901892128, 967112.7064744866 422124.426502136, 967111.1056003813 422292.9768588281, 967109.6592187402 422487.7332047321, 967106.3968949266 422687.2510726234, 967101.6001127337 422886.3083020426, 967096.444313417 423089.3649361661, 967091.5982276375 423285.5386863957, 967086.8248708694 423468.7292564963, 967081.8790245071 423679.3391125461, 967079.3250432102 423837.9939422616, 967075.1924846072 423979.0984181593, 966909.4711752322 424007.6986121973, 966899.5309755772 424202.7312045366, 966890.3049929996 424442.9541812125, 966881.8518139222 424657.3222308138, 966875.7039800272 424832.159478841, 966953.3060420216 425022.8114256166, 967051.2778818751 425261.5592178786)",0.9178591221138162,17365.789400791364,0.6152264684677204,41.7663189977646
719,"[487107, 487554]","[2188, 2199]","[20.0, 379.0]",399,20.3,41.07262420654297,4.820648193359375,103.4208,3.2319,40.40900039672852,-104.86499786376952,United States,Colorado,Weld,1500.594970703125,-7,"{""21.0"": 1.0, ""25.0"": 1.0, ""26.0"": 2.0, ""27.0"": 1.0, ""28.0"": 1.0, ""29.0"": 1.0, ""31.0"": 4.0, ""32.0"": 1.0, ""33.0"": 4.0, ""34.0"": 2.0, ""35.0"": 4.0, ""37.0"": 1.0, ""38.0"": 1.0, ""39.0"": 2.0, ""40.0"": 2.0, ""44.0"": 6.0, ""45.0"": 3.0, ""46.0"": 4.0, ""47.0"": 4.0, ""48.0"": 1.0, ""49.0"": 4.0, ""50.0"": 5.0, ""53.0"": 4.0, ""54.0"": 2.0, ""55.0"": 8.0, ""56.0"": 1.0, ""57.0"": 6.0, ""58.0"": 6.0, ""59.0"": 6.0, ""60.0"": 7.0, ""62.0"": 2.0, ""64.0"": 3.0, ""65.0"": 9.0, ""66.0"": 6.0, ""67.0"": 7.0, ""68.0"": 8.0, ""69.0"": 10.0, ""70.0"": 7.0, ""71.0"": 56.0, ""72.0"": 1.0, ""73.0"": 7.0, ""74.0"": 7.0, ""75.0"": 10.0, ""76.0"": 5.0, ""77.0"": 3.0, ""78.0"": 9.0, ""79.0"": 6.0, ""80.0"": 5.0, ""81.0"": 11.0, ""82.0"": 132.0}","{""2.0"": 0.0}","{""1.0"": 15.0, ""3.0"": 4.0, ""6.0"": 18.0, ""8.0"": 7.0, ""10.0"": 355.0}",3437,18,125,0,115.0,TransLine,9999,,148,"LINESTRING (966471.2917609705 416031.3827727571, 966499.9876462875 416038.3014984826, 966505.797410457 416145.497387985, 966506.0868384694 416349.1435503479, 966503.9969110803 416540.7792559503, 966501.1211397504 416722.863779302, 966502.4611309203 416897.6459939953, 966323.7404471914 416903.4107684191, 966328.6302148907 417130.7448176979, 966335.1712979428 417316.2240172257, 966346.6979767365 417540.9291574805, 966358.7583125175 417763.0975512679, 966290.7477280753 417868.6657770199, 966223.1913181442 417970.6928125031, 966235.0576230979 418159.3209784477, 966246.0526133325 418363.4832873115, 966257.389329111 418555.9944508026, 966311.7185154839 418672.076100993, 966391.1060865425 418849.2874521777, 966390.7736055561 419046.0420367648, 966383.8787836074 419245.0950227031, 966372.090508197 419402.2415310948, 966369.1885641525 419614.0835839238, 966368.1636183551 419798.2981775861, 966366.2788577974 420034.4592610003, 966364.481006828 420221.6660832795, 966363.2615197271 420422.5286114074, 966362.1043837755 420689.794609412, 966360.2717869874 420905.7494320929, 966359.4135684846 421116.0529557554, 966357.4825119454 421370.8806954883, 966356.4212379464 421573.9622662658, 966356.4326128211 421769.8382654845, 966559.4454718439 421771.3535419623, 966753.7935756459 421772.9267820988, 966940.4148452668 421774.1130874152, 967112.9541407016 421774.9895180619, 967113.6279215825 421944.9901892128, 967112.7064744866 422124.426502136, 967111.1056003813 422292.9768588281, 967109.6592187402 422487.7332047321, 967106.3968949266 422687.2510726234, 967101.6001127337 422886.3083020426, 967096.444313417 423089.3649361661, 967091.5982276375 423285.5386863957, 967086.8248708694 423468.7292564963, 967081.8790245071 423679.3391125461, 967079.3250432102 423837.9939422616, 967075.1924846072 423979.0984181593, 966909.4711752322 424007.6986121973, 966899.5309755772 424202.7312045366, 966890.3049929996 424442.9541812125, 966881.8518139222 424657.3222308138, 966875.7039800272 424832.159478841, 966953.3060420216 425022.8114256166, 967051.2778818751 425261.5592178786)",0.8100109867959645,16970.3102885808,0.6012155888969161,41.67383979543988
720,"[487554, 488793]","[2199, 2230]","[131.0, 523.0]",654,20.38,40.97039413452149,4.838593006134033,169.5168,5.2974,40.40900039672852,-104.83100128173828,United States,Colorado,Weld,1490.840087890625,-7,"{""27.0"": 1.0, ""31.0"": 4.0, ""32.0"": 1.0, ""33.0"": 1.0, ""34.0"": 1.0, ""35.0"": 1.0, ""36.0"": 1.0, ""37.0"": 1.0, ""38.0"": 1.0, ""39.0"": 3.0, ""40.0"": 5.0, ""44.0"": 2.0, ""45.0"": 3.0, ""46.0"": 2.0, ""47.0"": 8.0, ""48.0"": 3.0, ""49.0"": 2.0, ""50.0"": 2.0, ""53.0"": 3.0, ""54.0"": 3.0, ""55.0"": 2.0, ""56.0"": 7.0, ""57.0"": 2.0, ""58.0"": 2.0, ""59.0"": 2.0, ""60.0"": 1.0, ""61.0"": 5.0, ""62.0"": 6.0, ""63.0"": 6.0, ""64.0"": 4.0, ""65.0"": 2.0, ""66.0"": 7.0, ""67.0"": 5.0, ""68.0"": 6.0, ""69.0"": 5.0, ""70.0"": 6.0, ""71.0"": 21.0, ""72.0"": 6.0, ""73.0"": 5.0, ""74.0"": 10.0, ""75.0"": 8.0, ""76.0"": 10.0, ""77.0"": 15.0, ""78.0"": 9.0, ""79.0"": 9.0, ""80.0"": 9.0, ""81.0"": 24.0, ""82.0"": 387.0, ""83.0"": 7.0, ""84.0"": 3.0, ""85.0"": 3.0, ""86.0"": 3.0, ""87.0"": 3.0, ""88.0"": 1.0, ""89.0"": 4.0, ""92.0"": 1.0}","{""2.0"": 85.0}","{""6.0"": 8.0, ""10.0"": 646.0}",3438,18,126,0,12.47,TransLine,9999,,221762,"LINESTRING (971586.3269869051 424495.5310009196, 971595.4732998349 424475.0390976014, 971574.9518078904 424463.9577642451, 971552.8809807883 424452.1648677852, 971551.4493002689 424451.0687219987, 971550.2574725996 424449.7239139145, 971549.34953098 424448.1801285868, 971548.7590202707 424446.4944024748, 971548.5077576214 424444.7290162052, 971548.6050263948 424442.9491935659, 971549.0472331472 424441.2206917558, 971549.818040365 424439.6073719177, 971577.9547463576 424399.9188040911)",0.2257964714227824,14827.995660707344,0.5232573823875705,41.49365151690906
721,"[488793, 489817]","[2230, 2284]","[119.0, 66.0]",185,20.36,40.99159622192383,4.839075088500977,47.952,1.4985,40.40800094604492,-104.7969970703125,United States,Colorado,Weld,1474.60009765625,-7,"{""27.0"": 1.0, ""29.0"": 2.0, ""39.0"": 1.0, ""40.0"": 2.0, ""46.0"": 2.0, ""47.0"": 1.0, ""50.0"": 2.0, ""53.0"": 2.0, ""54.0"": 1.0, ""55.0"": 4.0, ""57.0"": 2.0, ""58.0"": 3.0, ""59.0"": 1.0, ""60.0"": 1.0, ""61.0"": 2.0, ""62.0"": 2.0, ""67.0"": 5.0, ""68.0"": 2.0, ""69.0"": 3.0, ""70.0"": 2.0, ""71.0"": 12.0, ""72.0"": 8.0, ""73.0"": 3.0, ""74.0"": 4.0, ""75.0"": 5.0, ""76.0"": 5.0, ""77.0"": 5.0, ""78.0"": 3.0, ""79.0"": 2.0, ""80.0"": 9.0, ""81.0"": 26.0, ""82.0"": 58.0, ""83.0"": 2.0, ""84.0"": 1.0, ""89.0"": 1.0}","{""2.0"": 34.0}","{""10.0"": 185.0}",3439,18,127,0,12.47,TransLine,9999,,221547,"LINESTRING (974064.3390324654 424314.15283964, 974064.6117628806 424374.7111602032)",0.004739238063160307,14017.37878597761,0.4950320323633681,41.486628254287204
722,"[490750, 489817]","[2297, 2284]","[39.0, 9.0]",48,20.3,41.0378532409668,4.835250377655028,12.4416,0.3888,40.40800094604492,-104.76300048828124,United States,Colorado,Weld,1463.02001953125,-7,"{""21.0"": 37.0, ""35.0"": 1.0, ""48.0"": 2.0, ""57.0"": 1.0, ""67.0"": 1.0, ""75.0"": 1.0, ""82.0"": 5.0}",,"{""10.0"": 48.0}",3440,18,128,0,12.47,TransLine,9999,,225585,"LINESTRING (977197.4609587496 424303.0133304027, 976935.9002251606 424303.5332952237)",0.049046797072464975,14179.854604864731,0.5023566962524273,41.54020993721922
723,[490750],[2297],[4.0],4,20.3,41.029483795166016,4.835999965667725,1.0368,0.0324,40.40800094604492,-104.72899627685548,United States,Colorado,Weld,1457.8800048828125,-7,"{""82.0"": 4.0}",,"{""10.0"": 4.0}",3441,18,129,0,12.47,TransLine,9999,,223907,"LINESTRING (979861.4270110995 424349.5293844497, 979829.9615474375 424358.071410303, 979826.7460808496 424345.0302019139, 979800.2216549901 424351.5622296939, 979804.7368659512 424370.2217553213, 979815.4520271025 424404.2610896187)",0.017746097277461827,14065.074938716452,0.4982903404617675,41.52777413562778
724,[491550],[2329],[1.0],1,20.3,41.12950134277344,4.828999996185303,0.2592,0.0081,40.40800094604492,-104.69499969482422,United States,Colorado,Weld,1436.8499755859375,-7,"{""21.0"": 1.0}","{""2.0"": 0.0}","{""10.0"": 1.0}",3442,18,130,0,12.47,TransLine,9999,,27197,"LINESTRING (982696.013113908 424447.9370913628, 982695.9253072818 424407.5606663933, 982695.9152563341 424382.4444268102, 982695.9349134951 424377.7042713033)",0.020768135896987932,14076.156754334255,0.4986829414042573,41.62818428417769
725,[492693],[2365],[369.0],369,20.0,41.68783187866211,4.789000511169434,95.6448,2.9889,40.40800094604492,-104.66100311279295,United States,Colorado,Weld,1415.8399658203125,-7,"{""14.0"": 1.0, ""16.0"": 1.0, ""17.0"": 1.0, ""18.0"": 3.0, ""20.0"": 1.0, ""21.0"": 7.0, ""26.0"": 1.0, ""27.0"": 3.0, ""28.0"": 1.0, ""29.0"": 2.0, ""30.0"": 3.0, ""31.0"": 1.0, ""33.0"": 1.0, ""34.0"": 1.0, ""35.0"": 3.0, ""37.0"": 1.0, ""38.0"": 3.0, ""39.0"": 1.0, ""40.0"": 1.0, ""44.0"": 1.0, ""45.0"": 1.0, ""48.0"": 1.0, ""49.0"": 4.0, ""50.0"": 1.0, ""53.0"": 2.0, ""55.0"": 4.0, ""56.0"": 2.0, ""57.0"": 4.0, ""58.0"": 4.0, ""59.0"": 4.0, ""60.0"": 2.0, ""61.0"": 2.0, ""62.0"": 4.0, ""63.0"": 7.0, ""64.0"": 5.0, ""65.0"": 3.0, ""66.0"": 3.0, ""67.0"": 5.0, ""68.0"": 1.0, ""69.0"": 5.0, ""70.0"": 5.0, ""71.0"": 12.0, ""72.0"": 11.0, ""73.0"": 5.0, ""74.0"": 8.0, ""75.0"": 8.0, ""76.0"": 7.0, ""77.0"": 11.0, ""78.0"": 9.0, ""79.0"": 11.0, ""80.0"": 21.0, ""81.0"": 21.0, ""82.0"": 109.0, ""83.0"": 1.0, ""84.0"": 4.0, ""85.0"": 1.0, ""86.0"": 2.0, ""88.0"": 2.0, ""89.0"": 5.0, ""91.0"": 2.0, ""92.0"": 2.0, ""93.0"": 5.0, ""94.0"": 6.0}","{""2.0"": 210.0}","{""1.0"": 87.0, ""2.0"": 5.0, ""3.0"": 13.0, ""4.0"": 30.0, ""5.0"": 15.0, ""6.0"": 15.0, ""7.0"": 12.0, ""8.0"": 146.0, ""9.0"": 6.0, ""10.0"": 40.0}",3443,18,131,0,12.47,TransLine,9999,,26683,"LINESTRING (985699.4966709809 424416.4067177509, 985635.9650977349 424416.4013222426)",0.02972440618107905,14108.999397466016,0.5073440732555561,42.195175951917655
726,"[492693, 493771]","[2365, 2391]","[90.0, 675.0]",765,20.09,41.42662048339844,4.81458854675293,198.28799999999998,6.1965,40.40700149536133,-104.6269989013672,United States,Colorado,Weld,1411.89990234375,-7,"{""15.0"": 1.0, ""16.0"": 2.0, ""17.0"": 2.0, ""18.0"": 1.0, ""19.0"": 1.0, ""20.0"": 3.0, ""21.0"": 2.0, ""25.0"": 5.0, ""26.0"": 3.0, ""27.0"": 1.0, ""28.0"": 2.0, ""29.0"": 2.0, ""30.0"": 2.0, ""31.0"": 2.0, ""32.0"": 2.0, ""33.0"": 3.0, ""34.0"": 1.0, ""35.0"": 2.0, ""36.0"": 3.0, ""38.0"": 4.0, ""39.0"": 3.0, ""40.0"": 2.0, ""44.0"": 5.0, ""45.0"": 5.0, ""46.0"": 6.0, ""47.0"": 6.0, ""48.0"": 14.0, ""49.0"": 4.0, ""50.0"": 5.0, ""53.0"": 5.0, ""54.0"": 7.0, ""55.0"": 6.0, ""56.0"": 8.0, ""57.0"": 5.0, ""58.0"": 8.0, ""59.0"": 11.0, ""60.0"": 13.0, ""61.0"": 6.0, ""62.0"": 9.0, ""63.0"": 8.0, ""64.0"": 11.0, ""65.0"": 7.0, ""66.0"": 6.0, ""67.0"": 8.0, ""68.0"": 2.0, ""69.0"": 11.0, ""70.0"": 8.0, ""71.0"": 5.0, ""72.0"": 9.0, ""73.0"": 9.0, ""74.0"": 9.0, ""75.0"": 10.0, ""76.0"": 13.0, ""77.0"": 10.0, ""78.0"": 7.0, ""79.0"": 17.0, ""80.0"": 12.0, ""81.0"": 29.0, ""82.0"": 211.0, ""83.0"": 38.0, ""84.0"": 17.0, ""85.0"": 13.0, ""86.0"": 18.0, ""87.0"": 20.0, ""88.0"": 17.0, ""89.0"": 12.0, ""91.0"": 11.0, ""92.0"": 8.0, ""93.0"": 12.0, ""94.0"": 25.0}","{""0.0"": 18.0, ""0.5"": 4.0, ""1.0"": 6.0, ""1.5"": 4.0, ""2.0"": 588.0}","{""1.0"": 606.0, ""2.0"": 7.0, ""3.0"": 49.0, ""4.0"": 26.0, ""5.0"": 7.0, ""6.0"": 26.0, ""8.0"": 3.0, ""10.0"": 41.0}",3444,18,132,0,12.47,TransLine,9999,,28000,"LINESTRING (988478.1870635423 425149.4028780578, 988573.1021926237 425150.4669324993)",0.4805552806381843,15762.196214100222,0.5643017149563565,41.990922198354795
