mean_cf,mean_lcoe,mean_res,capacity,area_sq_km,trans_cap_cost,lcot,total_lcoe
18.6,37.57037734985352,4.358062267303467,0.2592,0.0081,7050.317114248914,0.24844040538927675,38.704123235302575
22.2,44.93735885620117,5.1589999198913565,265.4208,8.2944,48286.563525984806,1.7157934573349778,46.08727803391295
