mean_cf,mean_lcoe,mean_res,capacity,area_sq_km,trans_capacity,trans_cap_cost,lcot,total_lcoe,hh,rd,rs
18.31,34.567920684814446,4.314500331878662,0.0180623671875,0.006640576171875,18.0,23.14573860168457,0.0005307198985753175,35.13358218511826,120,140,4
47.9,96.94361877441406,9.019537925720217,379.30291200000005,139.4496,15397.5,203814.75,5.22524596466245,97.2830722872147,160,150,7
